Order ID,Product Name,Discount,Sales,Quantity,Category
ES-2011-4450781,"Xerox Computer Printout Paper, 8.5 x 11",0,30.00,1,Office Supplies
IT-2011-2556136,"Novimex Rocking Chair, Black",0.2,206.00,2,Furniture
IT-2011-2556136,"Sanford Pens, Blue",0,22.00,2,Office Supplies
IT-2011-2556136,"Avery Hole Reinforcements, Recycled",0,19.00,4,Office Supplies
IT-2011-2556136,"Cisco Signal Booster, VoIP",0.1,137.00,1,Technology
ES-2011-4411711,"Ames Peel and Seal, with clear poly window",0,44.00,2,Office Supplies
IT-2011-4770705,"Acco Binder, Durable",0,50.00,3,Office Supplies
IT-2011-4770705,"Tenex File Cart, Single Width",0.1,604.00,5,Office Supplies
IT-2011-4770705,"Konica Phone, Durable",0,432.00,5,Technology
IT-2011-4688263,"Stanley Pencil Sharpener, Water Color",0,50.00,2,Office Supplies
IT-2011-4688263,"Ames Manila Envelope, Recycled",0,23.00,1,Office Supplies
IT-2011-4688263,"Rogers Lockers, Blue",0.1,952.00,5,Office Supplies
ES-2011-2046816,"Acco 3-Hole Punch, Clear",0,89.00,3,Office Supplies
ES-2011-2046816,"Stiletto Shears, High Speed",0,144.00,3,Office Supplies
ES-2011-3109529,"Advantus Stacking Tray, Ergonomic",0,70.00,3,Furniture
IT-2011-3643140,"Boston Highlighters, Blue",0,19.00,1,Office Supplies
IT-2011-3643140,"Sanford Markers, Water Color",0,79.00,3,Office Supplies
IT-2011-3643140,"Cardinal Index Tab, Clear",0,7.00,1,Office Supplies
ES-2011-5010472,"BIC Canvas, Fluorescent",0,165.00,3,Office Supplies
ES-2011-5010472,"Wilson Jones Binding Machine, Economy",0,147.00,3,Office Supplies
ES-2011-3780358,"Ibico 3-Hole Punch, Clear",0,60.00,2,Office Supplies
ES-2011-1244060,"Dania Library with Doors, Pine",0,728.00,2,Furniture
ES-2011-1244060,"SAFCO Rocking Chair, Red",0,405.00,3,Furniture
ES-2011-1244060,"Binney & Smith Markers, Easy-Erase",0,49.00,2,Office Supplies
ES-2011-1244060,"Acco Binder Covers, Economy",0,27.00,2,Office Supplies
ES-2011-1244060,"Apple Smart Phone, Full Size",0,636.00,1,Technology
ES-2011-4302063,"Tenex Trays, Wire Frame",0,320.00,6,Office Supplies
IT-2011-1320928,"Breville Coffee Grinder, Black",0.5,92.00,3,Office Supplies
IT-2011-1320928,"Boston Pencil Sharpener, Water Color",0.5,96.00,6,Office Supplies
IT-2011-1320928,"Ibico Hole Reinforcements, Durable",0.5,4.00,1,Office Supplies
IT-2011-1320928,"Advantus Thumb Tacks, Bulk Pack",0.5,20.00,3,Office Supplies
IT-2011-1320928,"Tenex Shelving, Wire Frame",0.5,27.00,1,Office Supplies
ES-2011-2287259,"Advantus Clock, Black",0,103.00,2,Furniture
ES-2011-2287259,"Eaton Message Books, Multicolor",0,132.00,6,Office Supplies
ES-2011-2287259,"Fellowes File Cart, Blue",0.1,124.00,1,Office Supplies
IT-2011-1573599,"Ibico Binder, Recycled",0.1,29.00,2,Office Supplies
IT-2011-4968367,"Boston Canvas, Fluorescent",0.5,82.00,3,Office Supplies
ES-2011-3749098,"Safco Library with Doors, Mobile",0.1,3178.00,9,Furniture
ES-2011-3749098,"Hon Chairmat, Black",0.1,669.00,14,Furniture
ES-2011-3749098,"Kraft Peel and Seal, Security-Tint",0,23.00,1,Office Supplies
IT-2011-2051710,"Barricks Coffee Table, Adjustable Height",0.5,607.00,4,Furniture
IT-2011-2051710,"SanDisk Flash Drive, USB",0,159.00,4,Technology
IT-2011-2051710,"Motorola Audio Dock, VoIP",0.4,729.00,7,Technology
IT-2011-2516674,"SAFCO Steel Folding Chair, Red",0.1,231.00,3,Furniture
IT-2011-2516674,"Stockwell Thumb Tacks, Bulk Pack",0,66.00,5,Office Supplies
ES-2011-5894162,"Boston Highlighters, Blue",0,94.00,5,Office Supplies
ES-2011-3421954,"Wilson Jones Binder Covers, Durable",0,51.00,4,Office Supplies
ES-2011-3421954,"Elite Box Cutter, Steel",0,69.00,2,Office Supplies
ES-2011-5032747,"Bush 3-Shelf Cabinet, Metal",0,143.00,1,Furniture
ES-2011-2379967,"Avery Removable Labels, Adjustable",0,43.00,5,Office Supplies
ES-2011-2379967,"Konica Calculator, Red",0,98.00,2,Technology
ES-2011-2907593,"Rogers File Cart, Single Width",0,426.00,3,Office Supplies
IT-2011-5910162,"Smead Trays, Blue",0.6,58.00,3,Office Supplies
IT-2011-5910162,"Acme Ruler, High Speed",0.5,25.00,3,Office Supplies
ES-2011-2076928,"Boston Markers, Blue",0,132.00,5,Office Supplies
ES-2011-2076928,"Logitech Numeric Keypad, USB",0,93.00,2,Technology
ES-2011-3121115,"Dania Floating Shelf Set, Pine",0.1,307.00,2,Furniture
ES-2011-3121115,"Rubbermaid Photo Frame, Duo Pack",0,155.00,3,Furniture
ES-2011-3121115,"Cardinal Binding Machine, Recycled",0,100.00,2,Office Supplies
ES-2011-3121115,"Ibico 3-Hole Punch, Durable",0,64.00,2,Office Supplies
ES-2011-3121115,"Wilson Jones 3-Hole Punch, Durable",0,118.00,4,Office Supplies
ES-2011-3121115,"Konica Phone, Red",0,583.00,7,Technology
ES-2011-3121115,"Cisco Signal Booster, Cordless",0,773.00,5,Technology
ES-2011-3717351,"Avery 3-Hole Punch, Recycled",0,56.00,2,Office Supplies
ES-2011-3717351,"Ames Manila Envelope, Recycled",0,47.00,2,Office Supplies
ES-2011-1611223,"Canon Fax and Copier, Color",0,964.00,5,Technology
ES-2011-1611223,"Epson Receipt Printer, Wireless",0,351.00,3,Technology
IT-2011-5217561,"Binney & Smith Highlighters, Easy-Erase",0.5,25.00,3,Office Supplies
ES-2011-3617816,"Belkin Router, USB",0,1295.00,5,Technology
ES-2011-4093113,"Logitech Mouse, Ergonomic",0,54.00,2,Technology
ES-2011-4093113,"StarTech Inkjet, White",0.4,538.00,3,Technology
ES-2011-4093113,"Samsung Office Telephone, Full Size",0.4,120.00,3,Technology
IT-2011-3410434,"Hoover Stove, White",0.1,2040.00,4,Office Supplies
ES-2011-4877774,"Deflect-O Clock, Black",0,151.00,3,Furniture
IT-2011-4370630,"Eldon Shelving, Wire Frame",0.5,47.00,2,Office Supplies
ES-2011-2570414,"Stanley Pens, Easy-Erase",0,52.00,5,Office Supplies
IT-2011-4565126,"Binney & Smith Highlighters, Fluorescent",0.5,18.00,2,Office Supplies
IT-2011-4565126,"Sanford Pencil Sharpener, Easy-Erase",0.5,122.00,9,Office Supplies
IT-2011-4565126,"Accos Clamps, Assorted Sizes",0.5,17.00,2,Office Supplies
IT-2011-4565126,"Advantus Staples, Bulk Pack",0.5,27.00,5,Office Supplies
IT-2011-4565126,"Avery Shipping Labels, 5000 Label Set",0.5,24.00,4,Office Supplies
IT-2011-4565126,"Fellowes Lockers, Single Width",0.5,104.00,1,Office Supplies
ES-2011-3470557,"Kleencut Letter Opener, Easy Grip",0,244.00,9,Office Supplies
ES-2011-3367036,"Eaton Cards & Envelopes, Premium",0,136.00,3,Office Supplies
IT-2011-4565126,"Apple Signal Booster, Full Size",0.5,414.00,6,Technology
IT-2011-4317663,"Boston Pencil Sharpener, Water Color",0.1,53.00,2,Office Supplies
IT-2011-4317663,"Stanley Markers, Blue",0.1,80.00,4,Office Supplies
ES-2011-1786064,"Acco 3-Hole Punch, Recycled",0,152.00,5,Office Supplies
IT-2011-2725191,"Harbour Creations Shipping Labels, 5000 Label Set",0.5,53.00,9,Office Supplies
IT-2011-2725191,"Apple Office Telephone, with Caller ID",0.5,98.00,3,Technology
ES-2011-5507767,"Boston Pencil Sharpener, Easy-Erase",0,60.00,2,Office Supplies
ES-2011-5507767,"Green Bar Note Cards, Multicolor",0,170.00,5,Office Supplies
ES-2011-5507767,"Hewlett Fax Machine, Digital",0.15,1630.00,6,Technology
IT-2011-3270900,"Hon Chairmat, Adjustable",0.5,87.00,3,Furniture
ES-2011-4450646,"Harbour Creations Chairmat, Black",0.1,689.00,11,Furniture
IT-2011-3270900,"OIC Clamps, Assorted Sizes",0.5,17.00,2,Office Supplies
ES-2011-4450646,"Avery Binder, Clear",0,62.00,5,Office Supplies
IT-2011-3270900,"HP Wireless Fax, Laser",0.5,1441.00,8,Technology
IT-2011-1258830,"Eldon Photo Frame, Black",0.3,41.00,1,Furniture
ES-2011-1590255,"Kleencut Ruler, Serrated",0,82.00,8,Office Supplies
IT-2011-5515844,"Acco Binding Machine, Recycled",0.5,180.00,7,Office Supplies
ES-2011-3614277,"Rogers Shelving, Single Width",0.1,112.00,2,Office Supplies
ES-2011-3614277,"Brother Wireless Fax, Laser",0,1894.00,5,Technology
ES-2011-5407941,"Eaton Note Cards, 8.5 x 11",0,26.00,1,Office Supplies
IT-2011-5348771,"Avery Shipping Labels, Alphabetical",0,12.00,1,Office Supplies
IT-2011-5348771,"Eldon Shelving, Single Width",0.1,392.00,9,Office Supplies
ES-2011-5125239,"Belkin Router, Ergonomic",0,1796.00,7,Technology
ES-2011-3341008,"Avery Binding Machine, Clear",0,676.00,14,Office Supplies
ES-2011-3341008,"Fellowes File Cart, Single Width",0.1,371.00,3,Office Supplies
ES-2011-3341008,"Logitech Flash Drive, Bluetooth",0,31.00,1,Technology
ES-2011-3341008,"Brother Ink, Color",0.15,379.00,3,Technology
ES-2011-3341008,"Konica Calculator, Wireless",0.15,219.00,5,Technology
ES-2011-5089231,"BIC Sketch Pad, Blue",0,146.00,3,Office Supplies
ES-2011-5089231,"Acco Index Tab, Durable",0,9.00,1,Office Supplies
ES-2011-2719699,"Sanford Markers, Easy-Erase",0,71.00,3,Office Supplies
ES-2011-4392169,"Eaton Note Cards, 8.5 x 11",0,26.00,1,Office Supplies
ES-2011-2314308,"Jiffy Clasp Envelope, with clear poly window",0,36.00,3,Office Supplies
ES-2011-2314308,"Harbour Creations Shipping Labels, 5000 Label Set",0,36.00,3,Office Supplies
ES-2011-2314308,"Panasonic Receipt Printer, Red",0,354.00,3,Technology
ES-2011-4141275,"Cuisinart Toaster, Red",0.1,144.00,3,Office Supplies
ES-2011-4141275,"Rogers Box, Wire Frame",0.1,41.00,2,Office Supplies
ES-2011-1527372,"Safco Floating Shelf Set, Pine",0,990.00,5,Furniture
ES-2011-1527372,"Advantus Staples, Assorted Sizes",0,17.00,2,Office Supplies
ES-2011-5950121,"Advantus Rubber Bands, Assorted Sizes",0,42.00,3,Office Supplies
ES-2011-3142386,"Boston Pens, Fluorescent",0,46.00,3,Office Supplies
ES-2011-4479011,"Wilson Jones Binder, Recycled",0,120.00,9,Office Supplies
ES-2011-4479011,"Stockwell Rubber Bands, Bulk Pack",0,113.00,7,Office Supplies
ES-2011-3142386,"Apple Smart Phone, Cordless",0,636.00,1,Technology
ES-2011-3729382,"Avery Binder, Durable",0,29.00,2,Office Supplies
ES-2011-3729382,"Cisco Office Telephone, VoIP",0.4,48.00,1,Technology
ES-2011-3729382,"Nokia Signal Booster, VoIP",0.4,246.00,3,Technology
ES-2011-2072928,"Hon Executive Leather Armchair, Black",0.1,1234.00,3,Furniture
ES-2011-3291135,"Wilson Jones 3-Hole Punch, Economy",0,28.00,1,Office Supplies
ES-2011-3870093,"Stanley Markers, Fluorescent",0.1,106.00,5,Office Supplies
ES-2011-1962134,"Deflect-O Photo Frame, Black",0,156.00,3,Furniture
ES-2011-3002504,"Tenex File Cart, Single Width",0,135.00,1,Office Supplies
ES-2011-3002504,"Brother Fax and Copier, Laser",0,191.00,1,Technology
ES-2011-4620955,"BIC Markers, Water Color",0,59.00,2,Office Supplies
ES-2011-4620955,"Eldon Folders, Single Width",0.1,46.00,3,Office Supplies
IT-2011-2568112,"Bush 3-Shelf Cabinet, Metal",0.1,257.00,2,Furniture
IT-2011-2568112,"Dania Classic Bookcase, Mobile",0.1,744.00,2,Furniture
IT-2011-2568112,"Rogers File Cart, Blue",0.1,253.00,2,Office Supplies
IT-2011-2568112,"Apple Signal Booster, Full Size",0,276.00,2,Technology
ES-2011-1196075,"Acco Index Tab, Economy",0,50.00,5,Office Supplies
ES-2011-1196075,"Cardinal Binder, Durable",0,46.00,3,Office Supplies
ES-2011-1196075,"Hon Color Coded Labels, 5000 Label Set",0,40.00,3,Office Supplies
ES-2011-5898391,"Harbour Creations Executive Leather Armchair, Red",0.1,428.00,1,Furniture
ES-2011-5898391,"Acco Binder, Durable",0,50.00,3,Office Supplies
ES-2011-5898391,"Avery Index Tab, Clear",0,13.00,2,Office Supplies
ES-2011-5898391,"Advantus Clamps, 12 Pack",0,112.00,6,Office Supplies
ES-2011-5898391,"Enermax Computer Printout Paper, Premium",0,142.00,5,Office Supplies
ES-2011-5898391,"Eldon Shelving, Wire Frame",0.1,256.00,6,Office Supplies
ES-2011-5898391,"Motorola Audio Dock, with Caller ID",0.15,295.00,2,Technology
ES-2011-4272488,"Bush Stackable Bookrack, Pine",0,874.00,7,Furniture
ES-2011-4272488,"Avery Binder Covers, Clear",0,11.00,1,Office Supplies
ES-2011-4665208,"Sauder 3-Shelf Cabinet, Mobile",0.1,305.00,2,Furniture
ES-2011-4665208,"Hoover Microwave, Black",0.1,555.00,2,Office Supplies
ES-2011-4665208,"BIC Highlighters, Easy-Erase",0.1,52.00,3,Office Supplies
ES-2011-4665208,"Avery Binder Covers, Durable",0.1,34.00,3,Office Supplies
ES-2011-4665208,"Stockwell Thumb Tacks, 12 Pack",0.1,34.00,3,Office Supplies
ES-2011-4665208,"Eaton Message Books, 8.5 x 11",0.1,67.00,3,Office Supplies
IT-2011-3513943,"Sauder Corner Shelving, Traditional",0.1,398.00,3,Furniture
ES-2011-5867926,"BIC Pencil Sharpener, Easy-Erase",0,117.00,4,Office Supplies
IT-2011-4230809,"Nokia Office Telephone, with Caller ID",0.15,443.00,8,Technology
ES-2011-3356037,"Boston Markers, Fluorescent",0,28.00,1,Office Supplies
ES-2011-3947498,"Acco Index Tab, Durable",0,27.00,3,Office Supplies
ES-2011-3947498,"Wilson Jones 3-Hole Punch, Recycled",0,142.00,5,Office Supplies
IT-2011-2866156,"Apple Signal Booster, VoIP",0.15,349.00,3,Technology
IT-2011-3784375,"SAFCO Steel Folding Chair, Set of Two",0.6,211.00,6,Furniture
IT-2011-2709916,"Barricks Conference Table, Fully Assembled",0.6,727.00,2,Furniture
IT-2011-2359180,"Fellowes File Cart, Industrial",0.4,248.00,3,Office Supplies
IT-2011-2421873,"Dania Classic Bookcase, Traditional",0.5,411.00,2,Furniture
IT-2011-2421873,"Deflect-O Photo Frame, Durable",0.5,122.00,5,Furniture
IT-2011-2421873,"Deflect-O Stacking Tray, Ergonomic",0.5,60.00,5,Furniture
IT-2011-4913414,"Barricks Conference Table, Fully Assembled",0.5,1363.00,3,Furniture
IT-2011-2421873,"KitchenAid Stove, Red",0.5,855.00,3,Office Supplies
IT-2011-2421873,"Boston Sketch Pad, Blue",0.5,122.00,5,Office Supplies
IT-2011-2421873,"Stanley Highlighters, Blue",0.5,37.00,5,Office Supplies
IT-2011-2421873,"Wilson Jones Index Tab, Recycled",0.5,7.00,2,Office Supplies
IT-2011-4913414,"Binney & Smith Sketch Pad, Fluorescent",0,285.00,6,Office Supplies
IT-2011-4913414,"Fellowes Trays, Blue",0.4,344.00,10,Office Supplies
IT-2011-2861112,"Rubbermaid Photo Frame, Ergonomic",0,101.00,2,Furniture
IT-2011-2861112,"Jiffy Clasp Envelope, Recycled",0,29.00,4,Office Supplies
IT-2011-5091991,"Accos Staples, 12 Pack",0.5,10.00,2,Office Supplies
IT-2011-5091991,"Rogers Shelving, Wire Frame",0.5,122.00,4,Office Supplies
IT-2011-2861112,"Brother Fax and Copier, Digital",0.15,325.00,2,Technology
IT-2011-4264595,"StarTech Card Printer, Red",0.15,956.00,7,Technology
IT-2011-4264595,"Samsung Signal Booster, with Caller ID",0.15,232.00,2,Technology
ES-2011-3091823,"Safco Classic Bookcase, Mobile",0.1,1983.00,5,Furniture
ES-2011-5201850,"Harbour Creations Swivel Stool, Set of Two",0,547.00,3,Furniture
ES-2011-3091823,"Avery Index Tab, Durable",0.1,24.00,4,Office Supplies
ES-2011-2339332,"Rogers Folders, Industrial",0.1,168.00,6,Office Supplies
ES-2011-3136087,"Ibico Binding Machine, Recycled",0,104.00,2,Office Supplies
ES-2011-3136087,"Fellowes File Cart, Wire Frame",0.1,736.00,6,Office Supplies
ES-2011-3136087,"Cisco Smart Phone, with Caller ID",0.15,1112.00,2,Technology
ES-2011-2093980,"Belkin Memory Card, Ergonomic",0,113.00,1,Technology
ES-2011-3134727,"Eldon Light Bulb, Black",0.1,68.00,3,Furniture
ES-2011-3134727,"Stanley Canvas, Water Color",0.1,95.00,2,Office Supplies
ES-2011-3134727,"Tenex Lockers, Wire Frame",0.2,488.00,3,Office Supplies
ES-2011-3134727,"Enermax Numeric Keypad, Bluetooth",0.1,104.00,2,Technology
ES-2011-3134727,"Okidata Calculator, White",0.1,228.00,5,Technology
ES-2011-3394310,"HP Fax Machine, Digital",0,599.00,2,Technology
ES-2011-2117222,"Tenex Lockers, Single Width",0,613.00,3,Office Supplies
IT-2011-3745230,"Novimex Rocking Chair, Adjustable",0.5,469.00,7,Furniture
IT-2011-3745230,"Boston Canvas, Water Color",0.5,57.00,2,Office Supplies
IT-2011-3745230,"Tenex Shelving, Industrial",0.5,55.00,2,Office Supplies
ES-2011-1058269,"Avery Index Tab, Durable",0,13.00,2,Office Supplies
ES-2011-1058269,"Fellowes Lockers, Industrial",0.1,748.00,4,Office Supplies
ES-2011-2950882,"Wilson Jones Index Tab, Recycled",0,41.00,6,Office Supplies
ES-2011-2950882,"Stockwell Rubber Bands, Metal",0,117.00,7,Office Supplies
ES-2011-1058269,"Panasonic Printer, Durable",0,800.00,3,Technology
ES-2011-1058269,"Nokia Smart Phone, Full Size",0,1908.00,3,Technology
ES-2011-2950882,"Memorex Memory Card, Bluetooth",0,716.00,7,Technology
ES-2011-1119145,"Cardinal Index Tab, Economy",0,18.00,2,Office Supplies
IT-2011-2323076,"Cameo Clasp Envelope, with clear poly window",0.5,13.00,2,Office Supplies
ES-2011-5911716,"Safco 3-Shelf Cabinet, Mobile",0,1542.00,9,Furniture
ES-2011-5911716,"Office Star Executive Leather Armchair, Adjustable",0,1395.00,3,Furniture
ES-2011-5911716,"Rogers Shelving, Wire Frame",0,184.00,3,Office Supplies
ES-2011-5911716,"Stiletto Ruler, High Speed",0,179.00,12,Office Supplies
ES-2011-5701425,"Novimex Removable Labels, Adjustable",0,41.00,4,Office Supplies
ES-2011-5701425,"Memorex Numeric Keypad, Bluetooth",0,91.00,2,Technology
ES-2011-2251272,"Stanley Canvas, Easy-Erase",0,99.00,2,Office Supplies
ES-2011-2251272,"Rogers Box, Wire Frame",0.1,83.00,4,Office Supplies
ES-2011-4688304,"Sauder Floating Shelf Set, Pine",0.1,705.00,4,Furniture
ES-2011-4688304,"Office Star Rocking Chair, Red",0.1,380.00,3,Furniture
ES-2011-4178211,"Avery Binder, Economy",0,26.00,2,Office Supplies
ES-2011-4178211,"Cameo Interoffice Envelope, Recycled",0,185.00,4,Office Supplies
IT-2011-4429506,"BIC Highlighters, Blue",0.5,19.00,2,Office Supplies
ES-2011-2880425,"Avery Binding Machine, Clear",0,97.00,2,Office Supplies
ES-2011-4178211,"StarTech Calculator, White",0.15,130.00,4,Technology
ES-2011-4169574,"Acco Index Tab, Clear",0,40.00,5,Office Supplies
ES-2011-4485758,"Boston Markers, Fluorescent",0,55.00,2,Office Supplies
ES-2011-4485758,"Hon Round Labels, 5000 Label Set",0,42.00,6,Office Supplies
ES-2011-1782465,"Smead Trays, Industrial",0.1,88.00,2,Office Supplies
ES-2011-5220738,"Sanford Canvas, Water Color",0,107.00,2,Office Supplies
ES-2011-5220738,"Green Bar Memo Slips, Recycled",0,51.00,3,Office Supplies
ES-2011-4731879,"BIC Highlighters, Easy-Erase",0,38.00,2,Office Supplies
IT-2011-3977380,"Wilson Jones Index Tab, Economy",0,32.00,5,Office Supplies
IT-2011-3977380,"Smead Lockers, Wire Frame",0.1,1244.00,7,Office Supplies
IT-2011-2803139,"Ames Peel and Seal, Set of 50",0.5,47.00,5,Office Supplies
IT-2011-2803139,"Accos Paper Clips, Assorted Sizes",0.5,6.00,1,Office Supplies
IT-2011-2803139,"Cisco Office Telephone, with Caller ID",0.5,80.00,2,Technology
IT-2011-2803139,"Nokia Office Telephone, Full Size",0.5,166.00,5,Technology
ES-2011-1537002,"Sanford Canvas, Fluorescent",0,155.00,3,Office Supplies
ES-2011-1537002,"Ibico Binder Covers, Economy",0,137.00,10,Office Supplies
ES-2011-1537002,"Harbour Creations Color Coded Labels, Adjustable",0,32.00,3,Office Supplies
ES-2011-1698059,"Green Bar Parchment Paper, Recycled",0,166.00,10,Office Supplies
IT-2011-2241184,"Samsung Headset, with Caller ID",0.1,132.00,2,Technology
ES-2011-2470488,"Eldon Light Bulb, Durable",0,67.00,3,Furniture
ES-2011-2470488,"Avery Shipping Labels, Adjustable",0,68.00,7,Office Supplies
ES-2011-2470488,"Eaton Memo Slips, Recycled",0,96.00,7,Office Supplies
ES-2011-2470488,"Fellowes File Cart, Industrial",0.1,868.00,7,Office Supplies
IT-2011-2992208,"SanDisk Router, Bluetooth",0.5,897.00,7,Technology
IT-2011-2992208,"Epson Receipt Printer, Wireless",0.5,117.00,2,Technology
IT-2011-2992208,"Cisco Smart Phone, with Caller ID",0.5,981.00,3,Technology
ES-2011-3523269,"Ibico Index Tab, Economy",0,42.00,4,Office Supplies
IT-2011-4409734,"Novimex Executive Leather Armchair, Red",0.5,1381.00,6,Furniture
ES-2011-4401446,"Bush Stackable Bookrack, Traditional",0,246.00,2,Furniture
ES-2011-5682053,"Harbour Creations Color Coded Labels, Laser Printer Compatible",0,39.00,3,Office Supplies
ES-2011-5682053,"Cisco Audio Dock, VoIP",0,364.00,2,Technology
IT-2011-3911927,"Chromcraft Computer Table, Adjustable Height",0,3119.00,7,Furniture
ES-2011-3119147,"Sanford Highlighters, Water Color",0,38.00,2,Office Supplies
ES-2011-3119147,"Elite Trimmer, Serrated",0,192.00,5,Office Supplies
ES-2011-2836248,"BIC Pens, Blue",0,14.00,1,Office Supplies
ES-2011-2836248,"Smead Lockers, Single Width",0.1,714.00,4,Office Supplies
IT-2011-3911927,"HP Fax and Copier, Digital",0,1553.00,9,Technology
ES-2011-1831867,"Wilson Jones Binder Covers, Clear",0,21.00,2,Office Supplies
ES-2011-1831867,"Eaton Message Books, Multicolor",0,88.00,4,Office Supplies
ES-2011-1831867,"Elite Trimmer, Easy Grip",0,87.00,2,Office Supplies
IT-2011-4618152,"Nokia Headset, Cordless",0.4,182.00,4,Technology
ES-2011-2272875,"Binney & Smith Pencil Sharpener, Easy-Erase",0,56.00,2,Office Supplies
ES-2011-2272875,"Avery Binder, Economy",0,52.00,4,Office Supplies
ES-2011-2272875,"Cardinal Hole Reinforcements, Recycled",0,51.00,9,Office Supplies
ES-2011-2272875,"Wilson Jones Binding Machine, Economy",0,98.00,2,Office Supplies
ES-2011-2272875,"Fellowes Folders, Single Width",0,79.00,3,Office Supplies
ES-2011-2272875,"Kleencut Scissors, High Speed",0,89.00,4,Office Supplies
ES-2011-2272875,"Canon Personal Copier, High-Speed",0,282.00,2,Technology
IT-2011-2396037,"BIC Pencil Sharpener, Water Color",0,97.00,3,Office Supplies
IT-2011-2396037,"Acco Binding Machine, Durable",0,263.00,5,Office Supplies
IT-2011-2396037,"Stockwell Thumb Tacks, Metal",0,53.00,4,Office Supplies
IT-2011-2396037,"Smead File Cart, Single Width",0.1,812.00,7,Office Supplies
IT-2011-2396037,"Cisco Office Telephone, VoIP",0.15,274.00,4,Technology
IT-2011-4060327,"Cisco Speaker Phone, with Caller ID",0.5,208.00,3,Technology
ES-2011-3228532,"Sanford Highlighters, Water Color",0.1,17.00,1,Office Supplies
ES-2011-3228532,"Apple Office Telephone, Cordless",0.1,184.00,3,Technology
IT-2011-2624729,"Safco Classic Bookcase, Traditional",0.5,1314.00,6,Furniture
ES-2011-5338028,"Bush Classic Bookcase, Metal",0,1236.00,3,Furniture
ES-2011-2009539,"Avery Shipping Labels, 5000 Label Set",0,37.00,3,Office Supplies
ES-2011-2009539,"Hon File Folder Labels, Laser Printer Compatible",0,69.00,8,Office Supplies
IT-2011-2624729,"Stanley Highlighters, Easy-Erase",0.5,15.00,2,Office Supplies
ES-2011-5338028,"Sanford Sketch Pad, Fluorescent",0,234.00,5,Office Supplies
ES-2011-5338028,"Avery 3-Hole Punch, Clear",0,137.00,5,Office Supplies
ES-2011-5338028,"Avery 3-Hole Punch, Recycled",0,198.00,7,Office Supplies
ES-2011-2231102,"Hon Rocking Chair, Adjustable",0.1,479.00,4,Furniture
ES-2011-2231102,"Wilson Jones 3-Hole Punch, Recycled",0,57.00,2,Office Supplies
ES-2011-4715440,"Binney & Smith Pens, Blue",0,24.00,2,Office Supplies
ES-2011-4715440,"Fellowes Trays, Industrial",0.1,104.00,2,Office Supplies
IT-2011-3731484,"Sharp Fax and Copier, High-Speed",0.15,284.00,2,Technology
ES-2011-4335650,"Acme Trimmer, Steel",0,88.00,2,Office Supplies
ES-2011-2371090,"Stockwell Thumb Tacks, Assorted Sizes",0,42.00,4,Office Supplies
ES-2011-3995423,"Boston Pens, Fluorescent",0,46.00,3,Office Supplies
ES-2011-3995423,"Enermax Memo Slips, Recycled",0,31.00,2,Office Supplies
ES-2011-3995423,"Enermax Note Cards, 8.5 x 11",0,85.00,3,Office Supplies
ES-2011-3995423,"Sharp Personal Copier, Digital",0,359.00,3,Technology
ES-2011-2417338,"Epson Phone, White",0.1,143.00,2,Technology
ES-2011-2466466,"Sauder Stackable Bookrack, Pine",0,299.00,2,Furniture
ES-2012-3308849,"OIC Staples, Assorted Sizes",0,26.00,3,Office Supplies
ES-2012-4964549,"Hon Legal Exhibit Labels, Adjustable",0,61.00,7,Office Supplies
ES-2012-1001305,"Green Bar Computer Printout Paper, Multicolor",0,94.00,3,Office Supplies
ES-2012-1001305,"Smead Lockers, Industrial",0.1,358.00,2,Office Supplies
ES-2012-3512904,"Tenex Clock, Black",0,50.00,1,Furniture
ES-2012-3247635,"Rogers Shelving, Wire Frame",0,184.00,3,Office Supplies
ES-2012-3247635,"Tenex File Cart, Single Width",0,673.00,5,Office Supplies
ES-2012-4984653,"Tenex Frame, Ergonomic",0,434.00,4,Furniture
ES-2012-4984653,"Avery Removable Labels, Laser Printer Compatible",0,43.00,4,Office Supplies
ES-2012-4984653,"SanDisk Numeric Keypad, USB",0,425.00,8,Technology
ES-2012-1558843,"Eldon Photo Frame, Ergonomic",0.2,136.00,3,Furniture
ES-2012-3144294,"Smead Lockers, Single Width",0.1,893.00,5,Office Supplies
IT-2012-1509619,"Epson Inkjet, Wireless",0.5,308.00,2,Technology
ES-2012-1978402,"Brother Wireless Fax, Color",0,761.00,2,Technology
ES-2012-3025991,"Advantus Clamps, Assorted Sizes",0,100.00,6,Office Supplies
ES-2012-3480401,"Rogers Folders, Industrial",0.1,56.00,2,Office Supplies
ES-2012-5100288,"Avery Binder, Clear",0,49.00,4,Office Supplies
ES-2012-5100288,"Smead Color Coded Labels, Alphabetical",0,26.00,2,Office Supplies
ES-2012-5100288,"Hewlett Fax Machine, Color",0,964.00,3,Technology
IT-2012-1856860,"StarTech Phone, Durable",0.5,112.00,3,Technology
ES-2012-1023382,"Canon Fax and Copier, High-Speed",0,379.00,2,Technology
ES-2012-5580875,"Epson Inkjet, Durable",0,920.00,3,Technology
ES-2012-1177332,"Ikea Floating Shelf Set, Traditional",0,1022.00,6,Furniture
ES-2012-1177332,"Eaton Message Books, Multicolor",0,44.00,2,Office Supplies
ES-2012-1177332,"SanDisk Note Cards, Premium",0,60.00,2,Office Supplies
ES-2012-1177332,"Rogers File Cart, Single Width",0.4,170.00,2,Office Supplies
